ID_UNIDADE_GESTORA,CODIGOTCE,ESFERA,CODIGOMUNICIPIO,MUNICIPIO,ORGAO,SIGLA,SITUACAO,CNPJ,PODER,UNIFED,TipoPessoaJuridicaPublica,NATUREZA
663,152004,Municipal,P152,Tacaratu,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente de Tacaratu,,Ativa,03575106000101,Poder Executivo,PE,Vinculada,Fundo Público
664,152005,Municipal,P152,Tacaratu,Fundo Municipal de Assistência Social de Tacaratu,FMAS,Ativa,09188974000115,Poder Executivo,PE,Vinculada,Fundo Público
1553,152009,Municipal,P152,Tacaratu,Fundo Municipal de Educação  de Cultura e Desportos de Tacaratu - Pe,FMECDT,Ativa,18677691000128,Poder Executivo,PE,Vinculada,Fundo Público
665,153001,Municipal,P153,Taquaritinga do Norte,Prefeitura Municipal de Taquaritinga do Norte,PMTN,Ativa,10091593000100,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
666,153002,Municipal,P153,Taquaritinga do Norte,Câmara Municipal de Taquaritinga do Norte,CMTN,Ativa,08862799000137,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
667,153003,Municipal,P153,Taquaritinga do Norte,Fundação Municipal de Saúde de Taquaritinga do Norte,FUNDATA,Ativa,01683480000103,Poder Executivo,PE,Vinculada,Fundação Pública
1061,153004,Municipal,P153,Taquaritinga do Norte,Fundo Municipal de Saúde de Taquaritinga do Norte,SECSAU,Ativa,08677960000100,Poder Executivo,PE,Vinculada,Fundo Público
1306,153006,Municipal,P153,Taquaritinga do Norte,Fundo Municipal de Assistencia Social Taquaritinga do Norte,FMAS,Ativa,12028723000188,Poder Executivo,PE,Vinculada,Fundo Público
1373,154005,Municipal,P154,Terezinha,Fundo Municipal de Assistência Social Terezinha,FMAS,Ativa,15783195000160,Poder Executivo,PE,Vinculada,Fundo Público
668,154001,Municipal,P154,Terezinha,Prefeitura Municipal de Terezinha,,Ativa,11286366000195,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
669,154002,Municipal,P154,Terezinha,Câmara Municipal de Terezinha,,Ativa,11478518000151,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
670,154003,Municipal,P154,Terezinha,Instituto de Previdência dos Servidores de Terezinha,IPSET,Ativa,08640223000125,Poder Executivo,PE,Não Vinculada,Autarquia
671,154004,Municipal,P154,Terezinha,Fundo Municipal de Saúde de Terezinha,,Ativa,09111921000104,Poder Executivo,PE,Vinculada,Fundo Público
672,155001,Municipal,P155,Terra Nova,Prefeitura Municipal de Terra Nova,PMTN,Ativa,11361201000130,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
673,155002,Municipal,P155,Terra Nova,Câmara Municipal de Terra Nova,CMTN,Ativa,24299307000101,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
674,155003,Municipal,P155,Terra Nova,Fundo Previdenciário do Município de Terra Nova,TERRA NOVA PREV,Ativa,05554947000168,Poder Executivo,PE,Não Vinculada,Fundo Público
1272,155005,Municipal,P155,Terra Nova,Fundo Municipal de Assistência Social de Terra Nova,FMAS/TN,Ativa,14387860000134,Poder Executivo,PE,Vinculada,Fundo Público
1123,155004,Municipal,P155,Terra Nova,Fundo Municipal de Saúde de Terra Nova,FMS/TN,Ativa,11196725000113,Poder Executivo,PE,Vinculada,Fundo Público
1071,156005,Municipal,P156,Timbaúba,Fundo Municipal de Saúde de Timbaúba,,Ativa,11360884000101,Poder Executivo,PE,Vinculada,Fundo Público
1458,156006,Municipal,P156,Timbaúba,Fundo de Desenvolvimento Municipal de Timbauba,,Ativa,18063494000119,Poder Executivo,PE,Vinculada,Fundo Público
1459,156007,Municipal,P156,Timbaúba,Fundo Municipal Direitos Criança Adolecente Timbaúba,FMDCA,Ativa,05608491000171,Poder Executivo,PE,Vinculada,Fundo Público
675,156001,Municipal,P156,Timbaúba,Prefeitura Municipal de Timbaúba,PMT,Ativa,11361904000169,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
676,156002,Municipal,P156,Timbaúba,Câmara Municipal de Timbaúba,CMT,Ativa,11293248000104,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
677,156003,Municipal,P156,Timbaúba,Fundo Previdenciário do Município de Timbaúba,FUNPRETI,Ativa,04857891000158,Poder Executivo,PE,Vinculada,Fundo Público
678,156004,Municipal,P156,Timbaúba,Fundo Municipal de Assistência Social de Timbaúba,FMAS,Ativa,11361904000169,Poder Executivo,PE,Vinculada,Fundo Público
679,157001,Municipal,P157,Toritama,Prefeitura Municipal de Toritama,PMT,Ativa,11256054000139,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
680,157002,Municipal,P157,Toritama,Câmara Municipal de Toritama,CMV,Ativa,08862815000191,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
681,157003,Municipal,P157,Toritama,Fundo Municipal de Saúde de Toritama,FMS,Ativa,11073548000188,Poder Executivo,PE,Vinculada,Fundo Público
1180,157004,Municipal,P157,Toritama,Fundo Municipal da Criança e do Adolescente de Toritama,FMCAT,Ativa,11256054000139,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1181,157005,Municipal,P157,Toritama,Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação de Toritama,FUNDEB,Ativa,11256054000139,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1182,157006,Municipal,P157,Toritama,Fundo Municipal de Assistência Social de Toritama,FMAST,Ativa,13274242000115,Poder Executivo,PE,Vinculada,Fundo Público
1342,158005,Municipal,P158,Tracunhaém,Instituto de Previdência dos Servidores Municipais de Tracunhaém,TRACUNHAÉM PREV,Ativa,05202557000129,Poder Executivo,PE,Não Vinculada,Autarquia
1343,158006,Municipal,P158,Tracunhaém,Fundo Municipal de Assistência Social Tracunhaém,FMAS,Ativa,14191194000164,Poder Executivo,PE,Vinculada,Fundo Público
1111,158004,Municipal,P158,Tracunhaém,Fundo Municipal de Saúde de Tracunhaém,FMS,Ativa,11504633000153,Poder Executivo,PE,Vinculada,Fundo Público
682,158001,Municipal,P158,Tracunhaém,Prefeitura Municipal de Tracunhaém,PMT,Ativa,10167310000159,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
683,158002,Municipal,P158,Tracunhaém,Câmara Municipal de Tracunhaém,,Ativa,08825721000142,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
684,158003,Municipal,P158,Tracunhaém,Fundo Municipal de Previdência dos Servidores de Tracunhaém,TRACUNHAÉM PREV,Extinta - Transformada,05202557000129,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
685,159001,Municipal,P159,Trindade,Prefeitura Municipal de Trindade,PMT,Ativa,11040912000103,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
686,159002,Municipal,P159,Trindade,Câmara Municipal de Trindade,CMT,Ativa,00285654000109,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
687,159003,Municipal,P159,Trindade,Fundo Municipal de Previdência de Trindade,FUMAP,Ativa,08571006000120,Poder Executivo,PE,Vinculada,Fundo Público
1074,159004,Municipal,P159,Trindade,Fundo Municipal de Saúde de Trindade,FMST,Ativa,11393440000172,Poder Executivo,PE,Vinculada,Fundo Público
1488,159006,Municipal,P159,Trindade,Fundo Municipal de Assistência Social de Trindade,FMAS,Ativa,17951726000102,Poder Executivo,PE,Vinculada,Fundo Público
1503,160005,Municipal,P160,Triunfo,Fundo Municipal de Assistência Social Triunfo,FMAST,Ativa,11977570000152,Poder Executivo,PE,Vinculada,Fundo Público
1124,160004,Municipal,P160,Triunfo,Fundo Municipal de Saúde de Triunfo,FMS,Ativa,10334957000128,Poder Executivo,PE,Vinculada,Fundo Público
688,160001,Municipal,P160,Triunfo,Prefeitura Municipal de Triunfo,PMT,Ativa,11350659000194,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
689,160002,Municipal,P160,Triunfo,Câmara Municipal de Triunfo,CMT,Ativa,08869059000122,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
690,160003,Municipal,P160,Triunfo,Instituto de Previdência dos Servidores Públicos do Município de Triunfo,TRIUNFO PREV,Ativa,04783285000135,Poder Executivo,PE,Não Vinculada,Autarquia
691,161001,Municipal,P161,Tupanatinga,Prefeitura Municipal de Tupanatinga,PMT,Ativa,10106250000164,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
692,161002,Municipal,P161,Tupanatinga,Câmara Municipal de Tupanatinga,CMT,Ativa,11476421000100,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
693,161003,Municipal,P161,Tupanatinga,Instituto de Previdência do Município de Tupanatinga,IPRETU,Ativa,07856173000155,Poder Executivo,PE,Não Vinculada,Autarquia
694,161004,Municipal,P161,Tupanatinga,Fundo Municipal de Saúde de Tupanatinga,FMS,Ativa,10342688000141,Poder Executivo,PE,Vinculada,Fundo Público
695,161005,Municipal,P161,Tupanatinga,Fundo Previdenciário do Município de Tupanatinga,FUNPRETU,Extinta - Desativada,05467219000119,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
696,161006,Municipal,P161,Tupanatinga,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente de Tupanatinga,FMCA,Ativa,10339923000126,Poder Executivo,PE,Vinculada,Fundo Público
697,161007,Municipal,P161,Tupanatinga,Fundo Municipal de Assistência Social de Tupanatinga,FMAS,Ativa,10340014000108,Poder Executivo,PE,Vinculada,Fundo Público
698,162001,Municipal,P162,Tuparetama,Prefeitura Municipal de Tuparetama,PMT,Ativa,11358124000160,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
699,162002,Municipal,P162,Tuparetama,Câmara Municipal de Vereadores de Tuparetama,CMVT,Ativa,11464302000137,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
700,162003,Municipal,P162,Tuparetama,Fundo Previdenciário do Município de Tuparetama,FUNPRETU,Ativa,05785402000162,Poder Executivo,PE,Vinculada,Fundo Público
1062,162004,Municipal,P162,Tuparetama,Fundo Municipal de Saúde de Tuparetama,FMS,Ativa,11293112000102,Poder Executivo,PE,Vinculada,Fundo Público
1374,162005,Municipal,P162,Tuparetama,Fundo Municipal de Assistencia Social de Tuparetama,FMASST,Ativa,14763412000198,Poder Executivo,PE,Vinculada,Fundo Público
1179,163005,Municipal,P163,Venturosa,Fundo Municipal de Assistência Social de Venturosa,FMAS,Ativa,12065665000162,Poder Executivo,PE,Vinculada,Fundo Público
701,163001,Municipal,P163,Venturosa,Prefeitura Municipal de Venturosa,PMV,Ativa,10106268000166,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
702,163002,Municipal,P163,Venturosa,Câmara Municipal de Vereadores de Venturosa,CMVV,Ativa,24300204000106,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
703,163003,Municipal,P163,Venturosa,Instituto de Previdência dos Servidores Municipais de Venturosa,IPSEV,Ativa,08078217000126,Poder Executivo,PE,Não Vinculada,Autarquia
704,163004,Municipal,P163,Venturosa,Fundo Municipal de Saúde de Venturosa,FMS,Ativa,10352324000142,Poder Executivo,PE,Vinculada,Fundo Público
705,164001,Municipal,P164,Verdejante,Prefeitura Municipal de Verdejante,PMV,Ativa,11348570000193,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
706,164002,Municipal,P164,Verdejante,Câmara Municipal de Verdejante,,Ativa,35447325000100,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
707,164003,Municipal,P164,Verdejante,Fundo Previdenciário do Município de Verdejante,FUNPREV,Ativa,04699626000199,Poder Executivo,PE,Vinculada,Fundo Público
1292,164005,Municipal,P164,Verdejante,Fundo Municipal da Criança e Adolecente de Verdejante,FMCA,Ativa,11348570000193,Poder Executivo,PE,Vinculada,Fundo Público
1293,164006,Municipal,P164,Verdejante,Fundo Municipal de Assistência Social de Verdejante,FMAS,Ativa,12057870000186,Poder Executivo,PE,Vinculada,Fundo Público
1085,164004,Municipal,P164,Verdejante,Fundo Municipal de Saúde de Verdejante,FMS,Ativa,11667975000194,Poder Executivo,PE,Vinculada,Fundo Público
1544,164007,Municipal,P164,Verdejante,Fundo Municipal de Educação de Verdejante,FME,Ativa,19969826000191,Poder Executivo,PE,Vinculada,Fundo Público
1178,165004,Municipal,P165,Vertentes,Fundo Municipal de Assistência Social de Vertentes,FMAS,Ativa,12072407000103,Poder Executivo,PE,Vinculada,Fundo Público
708,165001,Municipal,P165,Vertentes,Prefeitura Municipal de Vertentes,PMV,Ativa,10296887000160,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
709,165002,Municipal,P165,Vertentes,Câmara Municipal de Vertentes,CMV,Ativa,12661377000170,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
710,165003,Municipal,P165,Vertentes,Fundo Municipal de Saúde de Vertentes,FMS,Ativa,10261245000126,Poder Executivo,PE,Vinculada,Fundo Público
711,166001,Municipal,P166,Vicência,Prefeitura Municipal de Vicência,PMV,Ativa,10168235000140,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
712,166002,Municipal,P166,Vicência,Câmara Municipal de Vicência,,Ativa,08825622000160,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
713,166003,Municipal,P166,Vicência,Instituto de Previdência de Vicência,VICENCIAPR,Extinta - Desativada,07521710000106,Poder Executivo,PE,Não Vinculada,Autarquia
714,166004,Municipal,P166,Vicência,Instituto Previdenciário do Município de Vicência,VICENCIAPREVI,Ativa,07521710000106,Poder Executivo,PE,Vinculada,Fundo Público
1120,166005,Municipal,P166,Vicência,Fundo Municipal de Assistência Social de Vicência,FMAS,Ativa,10746449000157,Poder Executivo,PE,Vinculada,Fundo Público
1121,166006,Municipal,P166,Vicência,Fundo Municipal de Saúde de Vicência,FMS,Ativa,10566414000136,Poder Executivo,PE,Vinculada,Fundo Público
1521,167011,Municipal,P167,Vitória de Santo Antão,Agência Municipal de Trânsito de Vitória de Santo Antão,AGTRAN,Ativa,17548508000121,Poder Executivo,PE,Vinculada,Autarquia
1522,167012,Municipal,P167,Vitória de Santo Antão,Agência Municipal de Meio Ambiente de Vitória de Santo Antão,AMAVISA,Ativa,17704246000147,Poder Executivo,PE,Vinculada,Autarquia
715,167001,Municipal,P167,Vitória de Santo Antão,Prefeitura Municipal de Vitória de Santo Antão,PM,Ativa,11049855000123,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
716,167002,Municipal,P167,Vitória de Santo Antão,Câmara Municipal de Vitória de Santo Antão,CMV,Ativa,11491628000153,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
717,167003,Municipal,P167,Vitória de Santo Antão,Fundação Educacional de Vitória de Santo Antão,FESV,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
718,167004,Municipal,P167,Vitória de Santo Antão,Instituto de Previdência dos Servidores do Município de Vitória de Santo Antão,VITÓRIAPREV,Ativa,06259729000163,Poder Executivo,PE,Não Vinculada,Autarquia
719,167005,Municipal,P167,Vitória de Santo Antão,Fundo Municipal de Saúde de Vitória de Santo Antão,FMS,Ativa,08916501000124,Poder Executivo,PE,Vinculada,Fundo Público
721,167007,Municipal,P167,Vitória de Santo Antão,Fundo Municipal da Irrigação de Vitória de Santo Antão,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
723,167009,Municipal,P167,Vitória de Santo Antão,Fundo Municipal de Assistência Social de Vitória de Santo Antão,FMAS,Ativa,11928722000127,Poder Executivo,PE,Vinculada,Fundo Público
724,168001,Municipal,P168,Santa Cruz da Baixa Verde,Prefeitura Municipal de Santa Cruz da Baixa Verde,PMSCBV,Ativa,35445485000101,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
725,168002,Municipal,P168,Santa Cruz da Baixa Verde,Câmara Municipal de Santa Cruz da Baixa Verde,CMSCBV,Ativa,35445113000185,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
726,168003,Municipal,P168,Santa Cruz da Baixa Verde,Instituto de Previdência dos Servidores Públicos de Santa Cruz da Baixa Verde,SCRUZPREV,Ativa,07435007000185,Poder Executivo,PE,Não Vinculada,Autarquia
1188,168005,Municipal,P168,Santa Cruz da Baixa Verde,Fundo Municipal de Assistência Social de Santa Cruz da Baixa Verde,FMASSCBV,Ativa,12057996000150,Poder Executivo,PE,Vinculada,Fundo Público
1069,168004,Municipal,P168,Santa Cruz da Baixa Verde,Fundo Municipal de Saúde de Santa Cruz da Baixa Verde,,Ativa,10769869000159,Poder Executivo,PE,Vinculada,Fundo Público
1356,169006,Municipal,P169,Jucati,Fundo Municipal de Assistência Social Jucati,FMAS,Ativa,12057383000113,Poder Executivo,PE,Vinculada,Fundo Público
727,169001,Municipal,P169,Jucati,Prefeitura Municipal de Jucati,PMJ,Ativa,35450790000191,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
728,169002,Municipal,P169,Jucati,Câmara Municipal de Jucati,CAM JUCATI,Ativa,35450816000100,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
729,169003,Municipal,P169,Jucati,Instituto de Previdência dos Servidores de Jucati,IPSEJU,Ativa,08690580000106,Poder Executivo,PE,Não Vinculada,Autarquia
730,169004,Municipal,P169,Jucati,Fundo Municipal de Saúde de Jucati,FMSJ,Ativa,10635804000110,Poder Executivo,PE,Vinculada,Fundo Público
732,170001,Municipal,P170,Dormentes,Prefeitura Municipal de Dormentes,PMD,Ativa,35667377000183,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
733,170002,Municipal,P170,Dormentes,Câmara Municipal de Dormentes,,Ativa,35667351000135,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
734,170003,Municipal,P170,Dormentes,Fundo Previdenciário de Dormentes,FUNPREDOR,Ativa,05542602000194,Poder Executivo,PE,Vinculada,Fundo Público
1252,170005,Municipal,P170,Dormentes,Fundo Municipal da Criança e do Adolescente de Dormentes,FMCA,Ativa,17135201000107,Poder Executivo,PE,Vinculada,Fundo Público
1253,170006,Municipal,P170,Dormentes,Fundo Municipal de Assistência Social de Dormentes,FMAS,Ativa,12027814000107,Poder Executivo,PE,Vinculada,Fundo Público
1054,170004,Municipal,P170,Dormentes,Fundo Municipal de Saúde de Dormentes,,Ativa,11207731000129,Poder Executivo,PE,Vinculada,Fundo Público
1132,171004,Municipal,P171,Lagoa do Carro,Fundo Municipal de Saúde de Lagoa do Carro,FMSLC,Ativa,11326603000102,Poder Executivo,PE,Vinculada,Fundo Público
735,171001,Municipal,P171,Lagoa do Carro,Prefeitura Municipal de Lagoa do Carro,PMLC,Ativa,40893778000191,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
736,171002,Municipal,P171,Lagoa do Carro,Câmara Municipal de Lagoa do Carro,CMLC,Ativa,40893869000127,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
737,171003,Municipal,P171,Lagoa do Carro,Instituto de Previdência dos Servidores Públicos do Município de Lagoa do Carro,LAGOAPREV,Ativa,05018469000171,Poder Executivo,PE,Não Vinculada,Autarquia
738,172001,Municipal,P172,Carnaubeira da Penha,Prefeitura Municipal de Carnaubeira da Penha,,Ativa,35444991000186,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
739,172002,Municipal,P172,Carnaubeira da Penha,Câmara Municipal de Carnaubeira da Penha,,Ativa,35445568000109,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
740,172003,Municipal,P172,Carnaubeira da Penha,Fundo Previdenciário do Município de Carnaubeira da Penha,PRECAPE,Ativa,09330107000172,Poder Executivo,PE,Vinculada,Fundo Público
1505,172004,Municipal,P172,Carnaubeira da Penha,Fundo Municipal de Assistência Social Carnaubeira da Penha,FMAS,Ativa,18206969000189,Poder Executivo,PE,Vinculada,Fundo Público
1506,172005,Municipal,P172,Carnaubeira da Penha,Fundo Municipal de Saúde de Carnaubeira da Penha,FMS,Ativa,11869543000166,Poder Executivo,PE,Vinculada,Fundo Público
